slug,name,font_type,merchant_block_position,logo_placement,divider_style,total_divider_style,total_emphasis,layout_signature,money_row_order,quantity_column,barcode_placement,number_format,background_type,header_alignment,section_count
Frankie-and-Benny's-Receipt,Frankie & Benny's Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Freddy's-Frozen-Custard-and-Steakburgers-Receipt,Freddy’s Frozen Custard & Steakburgers Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Fresh-Thyme-Farmers-Market-Receipt,Fresh Thyme Farmers Market Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|RESTAURANT|ITEMS|PAYMENT|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
FreshCo-Receipt,FreshCo Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Frida's-Mexican-Cuisine-and-Bar-Receipt,Frida's Mexican Cuisine and Bar Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
Fry's-Food-Stores-Receipt,Fry’s Food Stores Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,3
Fuel-America-Travel-Center-Receipt,Fuel America Travel Center Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,5
Funeral-Receipt,Funeral Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DOTS,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Furlong-Vision-Correction-Receipt,Furlong Vision Correction Receipt,RECEIPTIONAL_RECEIPT,TOP,TOP,EQUALS,NONE,PERCENT_100,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,ABSENT,MIDDLE,LEFT,CRUMPLED_2,CENTER,9
Furniture-Receipt,Furniture Receipt,MERCHANT_COPY,TOP,TOP,STARS,DOTS,NONE,HEADER|CUSTOM|BARCODE|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
GAGA-Receipt,GA/GA Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
GAP-Receipt,GAP Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|BARCODE|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
GBK-Cribbs-Causeway-Receipt,GBK Cribbs Causeway Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,10
GDK-Receipt,GDK Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
GIANT-Receipt,GIANT Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>TAX>TENDER>AUTH,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
GNC-Receipt,GNC Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
GOAT-Receipt,GOAT Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,6
Galp-Portugal-Receipt,Galp Portugal Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
GameStop-Receipt,GameStop Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,NONE,HEADER|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Gas-Receipt,Gas Receipt,MERCHANT_COPY,TOP,TOP,DOTS,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH>ITEM,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Gasthaus-Gensle-Receipt,Gasthaus Gensle Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Gelson's-Receipt,Gelson's Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Generic-Business-Receipt,Generic Business Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,9
Generic-POS-Receipt,Generic POS Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|DATE|CUSTOM|RESTAURANT|RESTAURANT|ITEMS|PAYMENT|CUSTOM|BARCODE,META>ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,9
Generic-Parking-Receipt,Generic Parking Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,EMPTY,DASHES,NONE,DATE|HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,9
Generic-Service-Receipt,Generic Service Receipt,MERCHANT_COPY,TOP,TOP,STARS,STARS,PERCENT_20,HEADER|CUSTOM|CUSTOM|ITEMS|BARCODE|PAYMENT|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
GetGo-Receipt,GetGo Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Giant-Eagle-Receipt,Giant Eagle Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Ginger-Thai-Cuisine-Tax-Invoice-Receipt,Ginger Thai Cuisine Tax Invoice Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Gingerbread-House-Florist-and-Gifts-Receipt,Gingerbread House Florist & Gifts Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,RIGHT_SPACE,CRUMPLED_1,CENTER,6
Golden-Corral-Receipt,Golden Corral Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Golf-Galaxy-Receipt,Golf Galaxy Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,SUBTOTAL>TAX>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Good-Stuff-Eatery-Receipt,Good Stuff Eatery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Gordon-Ramsay-Plane-Food-Receipt,Gordon Ramsay Plane Food Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,10
Gordy-and-Sons-Outfitters-Receipt,Gordy & Sons Outfitters Receipt ,FAKE_RECEIPT,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_5,CENTER,6
Goyard-Boutique-Receipt,Goyard Boutique Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_10,HEADER|DATE|RESTAURANT|ITEMS|PAYMENT|CUSTOM|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Grailed-Receipt,Grailed Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_50,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Grand-Central-Market-NY-Receipt,Grand Central Market NY Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,5
Granger-and-Co.-Receipt,Granger & Co. Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,11
Great-Clips-Receipt,Great Clips Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Grill'd-Receipt,Grill'd Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Gristedes-Receipt,Gristedes Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Grocery-Outlet-Receipt,Grocery Outlet Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Grocery-Receipt,Grocery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|BARCODE|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Guardian-Health-and-Beauty-Receipt,Guardian Health & Beauty Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Gucci-Receipt,Gucci Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Gugu's-Corner-Receipt,Gugu's Corner Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Guld-and-Rod-Receipt,Guld & Rod Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
H-E-B-Receipt,H-E-B Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DASHES,NONE,HEADER|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,3
H-Mart-Receipt,H Mart Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,ITEM>TENDER>CHANGE,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
HSBC-Receipt,HSBC Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Habitat-ReStore-Receipt,Habitat ReStore Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Hai-Lan-Coffee-Receipt,Hai Lan Coffee Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Half-Price-Books-Receipt,Half Price Books Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
HandM-Receipt,H&M Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Handyman-Receipt,Handyman Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Harbor-Freight-Tools-Receipt,Harbor Freight Tools Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,DASHES,NONE,NONE,CUSTOM|HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Hardee's-Receipt,Hardee's Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,NONE,PERCENT_50,HEADER|RESTAURANT|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM|DATE,ITEM>META>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Hardee's-of-Dickinson-Receipt,Hardee's of Dickinson Receipt,UNSET,TOP,NONE,STARS,NONE,NONE,HEADER|PAYMENT|CUSTOM|PAYMENT|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,NO_ITEMS,MIDDLE,UNSET,UNSET,CENTER,9
Harris'-Restaurant-Receipt,Harris’ Restaurant Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Harris-Teeter-Receipt,Harris Teeter Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|BARCODE,NONE,NO_ITEMS,BOTTOM,LEFT,CRUMPLED_1,LEFT,4
Hartford-Baking-Co.-Receipt,Hartford Baking Co. Receipt,RECEIPTIONAL_RECEIPT,MIDDLE,MIDDLE,DASHES,NONE,NONE,CUSTOM|HEADER|CUSTOM|CUSTOM|DATE|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Harvey-Nichols-Receipt,Harvey Nichols Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Harvey-Norman-Invoice-Payment-Receipt,Harvey Norman Invoice Payment Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Hawaiian-Bros-Island-Grill-Receipt,Hawaiian Bros Island Grill Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,DASHES,EMPTY,NONE,CUSTOM|HEADER|CUSTOM|RESTAURANT|ITEMS|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
HeHa-Waterfall-Receipt,HeHa Waterfall Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Heinen's-Fine-Foods-Receipt,Heinen's Fine Foods Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Helzberg-Diamonds-Receipt,Helzberg Diamonds Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS|BARCODE|CUSTOM,ITEM>TOTAL>TENDER,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Hemingways-Receipt,Hemingways Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,9
Heritage-Catering-Receipt,Heritage Catering Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Hillside-Liquor-Receipt,Hillside Liquor Receipt,FAKE_RECEIPT,TOP,TOP,DASHES,NONE,PERCENT_50,HEADER|DATE|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,PRESENT,NONE,LEFT,UNSET,CENTER,6
Hiltl-Dachterrasse-Receipt,Hiltl Dachterrasse Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|PAYMENT|CUSTOM,ITEM>AUTH>SUBTOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Hilton-Hotel-Receipt,Hilton Hotel Receipt,MERCHANT_COPY,TOP,TOP,STARS,EMPTY,PERCENT_50,HEADER|CUSTOM|CUSTOM|DATE|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM>SUBTOTAL>TIP>TAX>TOTAL,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Hippo-Burgers-Receipt,Hippo Burgers Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Hippopotamus-Receipt,Hippopotamus Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Hisana-Receipt,Hisana Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM|CUSTOM,TOTAL>ITEM>TENDER,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Hobby-Lobby-Receipt,Hobby Lobby Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,PERCENT_75,HEADER|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,5
Holiday-Inn-Receipt,Holiday Inn Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,NONE,HEADER|DATE|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,ABSENT,MIDDLE,LEFT,CRUMPLED_1,LEFT,7
Hollister-Receipt,Hollister Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Home-Bargains-Store-Receipt,Home Bargains Store Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM>TOTAL>TENDER,ABSENT,BOTTOM,LEFT,CRUMPLED_1,LEFT,5
Home-Depot-Retail-Receipt,Home Depot Retail Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
HomeGoods-Receipt,HomeGoods Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
Homebase-Receipt,Homebase Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|PAYMENT|DATE,ITEM>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Hospital-Receipt,Hospital Receipt,MERCHANT_COPY,TOP,TOP,COLONS,NONE,PERCENT_20,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,10
Hot-Topic-Receipt,Hot Topic Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Hotel-Receipt,Hotel Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_100,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Hotel-receipt,Hotel receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,ABSENT,BOTTOM,UNSET,UNSET,CENTER,5
House-of-Fraser-Receipt,House of Fraser Receipt,FAKE_RECEIPT,TOP,TOP,NONE,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Humble-Origins-Coffee-Roasters-Receipt,Humble Origins Coffee Roasters Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,7
Hungry-Horse-Receipt,Hungry Horse Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,10
Hunters-Receipt,Hunters Receipt,MERCHANT_COPY,TOP,TOP,NONE,EQUALS,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,4
